价格（￥）,名称,sku,药品通用名,有效期,药品分类,剂型,储存条件,使用剂量,适用症/功能主治,不良反应,儿童用药,老年用药,禁忌,批准文号
￥19.90,[倍怡] 氯沙坦钾片50mg*28片/盒,100012655862,氯沙坦钾片,24,（处方药）化学药制剂,片剂,遮光，密封，30℃以下干燥处保存。,未知,未知,详见说明书,详见说明书,在临床研究中本品的有效性和安全性没有年龄差异。,详见说明书。,国药准字H20070264
￥115.80,美国进口迪巧儿童钙片60粒儿童青少年4-6-13-17岁补钙儿童手足抽筋成长期碳酸钙维D钙咀嚼片 含维生素d3,100006263973,碳酸钙D3咀嚼片（Ⅲ),24,（非处方药）化学药制剂,片剂,密闭，在干燥处保存,详见说明书,儿童钙补充。,详见说明书,未知,未知,详见说明书,国药准字J20140153（H20140574)
￥90.00,5盒装[舒泰得] 雷贝拉唑钠肠溶片10mg*18片/盒,100094232359,雷贝拉唑钠肠溶片,24,（处方药）化学药制剂,片剂,密封，在阴凉（不超过20℃）干燥处保存,未知,未知,未知,对于儿童的安全性尚不明确(没有临床经验)。,本药主要经肝脏代谢，而老年患者肝功能低下者居多，有时可出现副作用。因此，当出现消化系统副作用(参照“不良反应”项)时，应慎重给予，必要时应停止用药。,详见说明书,国药准字H20080683
￥80.00,[波利特] 雷贝拉唑钠肠溶片10mg*7片/盒,4231840,雷贝拉唑钠肠溶片,36,（处方药）化学药制剂,片剂,遮光，密闭，25℃以下保存,未知,未知,详见说明书,本品尚缺乏儿童临床用药经验和安全性研究资料，不推荐使用。,老年人应慎重使用本品。本品主要在肝脏代谢，而一般情况下老年人的肝功能有所降低，更可能引起不良反应。因此，一旦出现不良反应，应采取暂时停药/增加停药间期并进行监测等措施。,1.对本品任何成份有药物过敏史的患者；2.正在服用硫酸阿扎那韦的患者。,国药准字H20090091
￥59.00,"
民间郎中华佗痔疮膏痔根斷去l肉球神器内外痔疮专用特俲药消痔凝胶混合痔疮便血肛门瘙痒薬1膏治痔疮栓屁眼痒",100061134486,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥5.50,博祥参苓白术散1.5g*10袋盒,100036752643,参苓白术散,36,（非处方药）中成药,散剂,密封,详见说明书,"补脾胃,益肺气。详见说明书",详见说明书,详见说明书,详见说明书,详见说明书,国药准字Z20043944
￥48.90,"
福记坊南京同仁堂锁阳中药材100g金锁阳可配肉苁蓉锁阳淫羊藿肉苁蓉+淫羊藿叶+巴戟天+锁阳泡酒泡茶",100104441284,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥18.00,白云山 绞股蓝总甙片 20mg*80片/盒,2943426,绞股蓝总甙片,24,（非处方药）中成药,片剂,密闭。,未知,养心健脾，益气和血，除痰化瘀，降血脂。本品用于高血脂症，见有心悸气短，胸闷肢麻，眩晕头痛，健忘耳鸣，自汗乏力或脘腹胀满等心脾气虚，痰阻血瘀者。,尚不明确。,未知,未知,详见说明书,国药准字Z44021756
￥23.00,双鲸 维生素AD滴剂（胶囊型） 30粒 一岁以下 预防佝偻病、夜盲症,100015204822,维生素AD滴剂(胶囊型),24,（非处方药）化学药制剂,滴剂,遮光，满装，密封，在阴凉（不超过20℃）干燥处保存。,详情见说明书。,详情见说明书。,长期过量服用，可产生慢性中毒。早期表现为骨关节疼痛、肿胀、皮肤瘙痒、口唇干裂、发热、头痛、呕吐、便秘、腹泻、恶心等。,未知,未知,慢性肾功能衰竭、高钙血症、高磷血症伴肾性佝使病者禁用。,国药准字H37023926
￥23.00,[仲景] 天王补心丸（浓缩丸）200丸/瓶 ,100012549004,天王补心丸（浓缩丸）,60,（处方药）中成药,丸剂,密封。,未知,未知,尚不明确,未知,未知,尚不明确。,国药准字Z41021822
￥118.00,"
久冈制药 膝盖疼痛专用部位型冷敷凝胶滑膜炎半月板损伤的关节疼痛风湿扭伤跌打肿胀积液喷雾剂 1盒装",100068146566,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥48.00,奥泰灵 盐酸氨基葡萄糖胶囊 0.75g*20粒 治疗和预防全身所有部位的骨关节炎 缓解消除骨关节炎疼痛、肿胀等,100076047396,盐酸氨基葡萄糖胶囊,36,（非处方药）化学药制剂,胶囊剂,避光，密闭，25°C以下保存。,口服，一次1粒，一日2次，吃饭时或饭后服用。详见说明书，并遵医嘱医用。,用于治疗和预防全身所有部位的骨关节炎，包括膝关节、肩关节、髋关节等。详见说明书并遵医嘱医用。,详见说明书且遵医嘱医用。,详见说明书,详见说明书,详见说明书且遵医嘱医用,国药准字J20140166（HC20140007）
￥32.90,硬核医生阿达帕林凝胶17g*1支 第三代维A酸乳膏国药准字祛痘痘痘药膏治疗粉刺痤疮青春痘闭口酒渣鼻,100033324288,阿达帕林凝胶,36,（非处方药）化学药制剂,凝胶剂,置于25℃以下保存，运输和贮藏过程中避免冷冻。,详见说明书,详见说明书,详见药品说明书,详见说明书,详见说明书,详见说明书。,国药准字H20173406
￥338.00,凯立通    利马前列素片 5μg*10片*1袋,100067859927,利马前列素片,24,（处方药）化学药制剂,片剂,密封，不超过30℃保存。,未知,未知,1、原研利马前列素在国外临床试验中的不良反应：，详见说明书,未知,未知,1、禁用于对本品中任何成份过敏者;2、禁用于妊娠或可能妊娠的妇女。,国药准字H20233163
￥318.00,发迹生发喷雾米诺地尔酊90ml*3瓶5%浓度男女性防脱育发液发际线快速增长治疗斑秃脂溢性严重脱发白发药品搽剂,100063961449,米诺地尔酊,24,（非处方药）化学药制剂,酊剂,密封，室温保存,每次1ml,本品适用于治疗男性型脱发和斑秃。,本品临床上常见的不良反应是头皮的轻度皮炎。偶有报道使用本品后可有下列不良反应，但其与使用的因果关系尚不明确。这些不良反应包括刺激性皮炎（红肿、皮屑和灼痛），非特异性过敏反应，风团，过敏性鼻炎，面部肿胀，过敏，气短，头痛，神经炎，头晕，晕厥，眩晕，水肿，胸痛，血压变化，心悸和脉搏频率变化。,未知,未知,详见说明书,国药准字H20103166
￥185.00,泛福舒 细菌溶解产物胶囊 3.5mg*30粒,100074633822,细菌溶解产物胶囊,60,（处方药）生物制品（除疫苗）,胶囊剂,室温（15~25℃）保存,未知,未知,未知,未知,未知,未知,国药准字SJ20150041
￥14.00,济仁 橘红痰咳颗粒 10g*12袋 祛痰止咳 感冒咳嗽痰多气喘,5706465,橘红痰咳颗粒,36,（非处方药）中成药,颗粒剂,密封。,未知,本品用于感冒、咽喉炎引起的痰多咳嗽，气喘。,尚不明确。,未知,未知,详见说明书,国药准字Z20055272
￥9.90,齐鲁 齐明舒 依托考昔片 60mg*5片/盒,100009878723,依托考昔片,24,（处方药）化学药制剂,片剂,30℃以下保存,未知,未知,详见说明书,本品尚未确立在儿童患者中的安全性和疗效。,老年人(65岁及以上)的药代动力学特性与年轻人类似。老年患者比年轻患者有更高的不良事件发生率；依托考昔组和对照组之间的差异对于老年患者和年轻患者而言是相似的。不能排除某些老年患者有更高的敏感性。,详见说明书,国药准字H20193273
￥15.90,阿哌沙班片2.5mg*14片/盒,100010494933,阿哌沙班片,24,（处方药）化学药制剂,片剂,密封保存,未知,未知,详见说明书,目前尚无在18岁以下患者中使用阿哌沙班的安全性和有效性方面的数据。,用药无需调整剂量。,详见说明书,国药准字H20203340
￥27.00,21金维他 多维元素片(21) 28片 用于预防和治疗因维生素与矿物质缺乏所引起的各种疾病,100034078735,多维元素片（21）,24,（非处方药）化学药制剂,片剂,遮光，密封，在干燥处保存。,口服，成人及12岁以上儿童一日2片，12岁以下儿童一日1片，饭后服用。,用于预防和治疗因维生素和矿物质缺乏所引起的各种疾病。,尚不明确。,未知,未知,尚不明确,国药准字H20003795
￥79.00,蔓迪女士生发喷雾30ml【宽发缝专属】5%米诺地尔酊（防脱育发液）,100014212478,米诺地尔酊,36,（非处方药）化学药制剂,酊剂,密封保存,详见说明书,本品适用于治疗男性型脱发和斑秃。,1、临床上常见的不良反应是头皮的轻度皮炎。详见说明书,未知,未知,对米诺地尔任何一种成份过敏者禁用。,国药准字H20010714
￥59.90,"
宫本武藏医用冷敷凝胶关节型膝盖疼痛肿胀僵硬风湿性关节炎专用网球肘的特傚效药腱鞘炎滑膜炎积水积液损伤穴位膏",100074647505,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥52.00,[伟哥] 他达拉非片5mg*5片/盒,100039328094,他达拉非片,36,（处方药）化学药制剂,片剂,常温保存。,未知,未知,偶见：心肌梗死，心源性猝死，卒中，胸痛，心悸，以及心动过速等。其他：偏头痛，癫痫，以及癫痫发作，短暂性遗忘症，视野缺失，视网膜静脉闭塞，视网膜动脉闭塞。,他达拉非片不用于儿童患者。18岁以下的患者尚未建立安全性和有效性。,健康老年受试者（65岁或以上）口服他达拉非清除率较低，使得AUC比19-45岁的健康受试者高25%。这一年龄的影响无临床意义，且无须调整剂量。,详见说明书,国药准字H20203624
￥7.50,健民 足光散 40g*4袋 清热燥湿 杀虫敛汗 用于湿热下注所致的角化型手足癣及臭汗症,100010909747,足光散,24,（非处方药）中成药,散剂,密封，置干燥处。,详见说明书。,清热燥湿，杀虫敛汗。用于湿热下注所致的角化型手足癣及臭汗症。,尚不明确。,未知,未知,详见说明书,国药准字Z20025434
￥20.50,[金纽尔] 复方丙酸氯倍他索软膏10g:5mg:2.5mg/盒,3836761,复方丙酸氯倍他索软膏,24,（处方药）化学药制剂,软膏剂,遮光、密闭，在凉暗处（避光，20℃以下）保存。,未知,未知,常见：局部烧灼感，刺激，瘙痒。其他：刺痛、皲裂、红斑、毛囊炎、手指麻木、皮肤萎缩及毛细血管扩张等。,婴儿及儿童用药的安全性有效性尚未确立，故不宜使用。,与非老年患者用药相同。,详见说明书。,国药准字H20040122
￥8.60,乐龄克林霉素磷酸酯凝胶  20克：0.2克*20克/支*1支/盒 寻常痤疮,100000467756,克林霉素磷酸酯凝胶,24,（非处方药）化学药制剂,凝胶剂,密闭，在阴凉处（不超过20℃）保存。,详见说明书,寻常痤疮,1.常见：可引起皮肤干燥、局部刺激、皮疹等过敏反应2.其他：胃肠不适及腹泻,未知,未知,未知,国药准字H20055435
￥30.60,[步长] 冠心舒通胶囊0.3g*60粒/盒,100054106365,冠心舒通胶囊,24,（处方药）中成药,胶囊剂,密封，置干燥处,未知,未知,可见：恶心、胃部不适,未知,未知,详情见说明书,国药准字Z20020055
￥89.00,陈李济 壮腰健肾丸 5.6g*10丸*6盒  壮腰健肾 养血祛风湿 肾亏腰痛 膝软无力 小便频数 风湿骨痛 神经衰弱,100099381818,壮腰健肾丸,36,（非处方药）中成药,丸剂,密封,一次1丸，一日2-3次,本品用于肾亏腰痛，膝软无力，小便频数，风湿骨痛，神经衰弱。,尚不明确。,未知,未知,孕妇忌服，儿童禁用，感冒发热者忌服。,国药准字Z44021369
￥54.64,"
济心堂褥疮膏老年人长期卧床导致部位皮肉溃烂压疮护理膏去腐专用消炎生I肌膏褥疮溃烂药老人用【买二送一】 ",100057277579,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,1、对本品过敏者慎用。2、严禁使用包装破损或过期的产品；3、本品为外用，请勿食用。,未知
￥11.40,海王 氯雷他定咀嚼片过敏性鼻炎 喷嚏鼻涕鼻痒鼻塞眼部痒及烧灼感YYP 5mg*6片,3116821,氯雷他定咀嚼片,24,（非处方药）化学药制剂,片剂,遮光、密封保存,未知,本品适用于缓解过敏性鼻炎有关的症状，如喷嚏、流涕、鼻痒、鼻塞以及眼部痒及烧灼感。口服药物后，鼻和眼部症状及体征得以迅速缓解。亦适用于缓解慢性荨麻疹、瘙痒性皮肤病及其他过敏性皮肤病的症状及体征。,"1、在每天10mg的推荐剂量下，本品未见明显的镇静作用。

2、常见不良反应有乏力、头痛、嗜睡、口干、胃肠道不适包括恶心、胃炎以及皮疹等。

3、罕见不良反应有脱发、过敏反应、肝功能异常、心动过速及心悸等。",未知,未知,对本品具有过敏反应或特异体质的病人禁用。,国药准字H20020561
￥60.00,伍舒芳 希尔安 麝香追风止痛膏 7cm*10cm*4贴 祛风除湿 散寒止痛 关节 肌肉 扭伤疼痛 止痛膏 膏药,100023917488,麝香追风止痛膏,24,（非处方药）中成药,贴膏剂,密封,详见说明书,祛风除湿，散寒止痛。用于寒湿痹阻所致关节、肌肉疼痛，扭伤疼痛。,本品可能引起瘙痒、刺痛、皮疹（如红斑、丘疹、水疱）等。,详见说明书,详见说明书,详见说明书,国药准字Z20027408
￥78.90,瑞珠 聚乙烯醇滴眼液 （0.8ml：11.2mg）0.8ml*25支*2盒  眼药水疲劳 眼干眼涩 人工泪液 缓解干眼症 ,100014487487,聚乙烯醇滴眼液,24,（非处方药）化学药制剂,眼用制剂,密闭（10~30℃）保存。,详见说明书,可作为一种润滑剂预防或治疗眼部干涩、异物感、眼疲劳等刺激症状或改善眼部的干燥症状,偶有眼部刺激症状和过敏反应。,详见说明书,详见说明书,详见说明书,国药准字H20046681
￥5.20,[粤威] 少林风湿跌打膏7cm*9.5cm*8贴/盒,4364749,少林风湿跌打膏,24,（处方药）中成药,贴剂,详见说明书。,未知,未知,尚不明确。,未知,未知,孕妇慎用或遵医嘱。运动员慎用。,国药准字Z44020994
￥26.90,佛慈 六味地黄丸（浓缩丸） 360丸 滋阴补肾 用于肾阴亏损 头晕耳鸣 腰膝酸软 骨蒸潮热 盗汗遗精,4887658,六味地黄丸（浓缩丸）,60,（非处方药）中成药,丸剂,密封,一次8丸，一日3次。,本品用于肾阴亏损，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精。,尚不明确。,未知,未知,尚不明确。,国药准字Z62020664
￥39.00,[三精] 拉西地平片4mg*30片/盒,5880320,拉西地平片,24,（处方药）化学药制剂,片剂,遮光、密封保存。,未知,未知,最常见的有头痛，皮肤潮红，水肿，眩晕和心悸。少见无力，皮疹（包括红斑和搔痒），胃纳不佳，恶心，多尿。极少数有胸痛和齿龈增生。,本品尚无用于儿童的经验。,老年人初始剂量为2mg，每日1次，必要时可增至4mg及6mg，每日1次。可以长期连续用药。,详见说明书。,国药准字H10980180
￥58.00,"
【官方直售】李时珍耳鸣耳部穴位贴可搭耳鸣专用成功耳聋耳鸣神经性药滴耳液使用耳朵嗡嗡响蝉鸣声非治耳鸣神100%药械备案3盒",100087821094,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥44.50,立普妥 阿托伐他汀钙片20mg*7片,4309784,阿托伐他汀钙片,36,（处方药）化学药制剂,片剂,密闭保存。,未知,未知,1、严重不良反应：（1）横纹肌溶解与肌病。（2）肝酶异常。2、临床不良反应：（1）临床试验实施过程中受试者病情复杂，因此两种不同药物在临床研究中获得的不良反应发生率不能直接进行比较，同时可能不能反映临床实践中不良反应的发生率。详见说明书,详见说明书,详见说明书,详见说明书,国药准字H20051408
